idindikator;IDAktStanovnistva;nAktStanovnistva;mes;god;IDStarGrupa;nStarGrupa;IDTer;nTer;vrednost;idJedinicaMere;nJedinicaMere;nIzvorI;Indikator;IDStatusPodatka;nStatusPodatka
240002090104IND01;1;Активно становништво;00;2018;45-54;45–54;RS11;Београдски регион;183.3;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;1;Активно становништво;00;2018;55-64;55–64;RS11;Београдски регион;117.6;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;1;Активно становништво;00;2018;65;65 и више година;RS11;Београдски регион;18.8;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;1;Активно становништво;00;2018;0;Укупно;RS12;Регион Војводине;842;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;1;Активно становништво;00;2018;15-24;15–24;RS12;Регион Војводине;65.2;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;1;Активно становништво;00;2018;15-64;15–64 годинe;RS12;Регион Војводине;820.9;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;1;Активно становништво;00;2018;25-34;25–34;RS12;Регион Војводине;203.5;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;1;Активно становништво;00;2018;35-44;35–44;RS12;Регион Војводине;228.3;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;1;Активно становништво;00;2018;45-54;45–54;RS12;Регион Војводине;193.4;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;1;Активно становништво;00;2018;55-64;55–64;RS12;Регион Војводине;130.5;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;1;Активно становништво;00;2018;65;65 и више година;RS12;Регион Војводине;21.1;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;1;Активно становништво;00;2018;0;Укупно;RS2;СРБИЈА – ЈУГ;1595.3;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;1;Активно становништво;00;2018;15-24;15–24;RS2;СРБИЈА – ЈУГ;111.3;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;1;Активно становништво;00;2018;15-64;15–64 годинe;RS2;СРБИЈА – ЈУГ;1486.6;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;1;Активно становништво;00;2018;25-34;25–34;RS2;СРБИЈА – ЈУГ;339.3;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;1;Активно становништво;00;2018;35-44;35–44;RS2;СРБИЈА – ЈУГ;392.3;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;1;Активно становништво;00;2018;45-54;45–54;RS2;СРБИЈА – ЈУГ;367.2;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;1;Активно становништво;00;2018;55-64;55–64;RS2;СРБИЈА – ЈУГ;276.6;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;1;Активно становништво;00;2018;65;65 и више година;RS2;СРБИЈА – ЈУГ;108.7;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;1;Активно становништво;00;2018;0;Укупно;RS21;Регион Шумадије и Западне Србије;927.1;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;1;Активно становништво;00;2018;15-24;15–24;RS21;Регион Шумадије и Западне Србије;63;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;1;Активно становништво;00;2018;15-64;15–64 годинe;RS21;Регион Шумадије и Западне Србије;860.2;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;1;Активно становништво;00;2018;25-34;25–34;RS21;Регион Шумадије и Западне Србије;193.8;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;1;Активно становништво;00;2018;35-44;35–44;RS21;Регион Шумадије и Западне Србије;226.4;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;1;Активно становништво;00;2018;45-54;45–54;RS21;Регион Шумадије и Западне Србије;210;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;1;Активно становништво;00;2018;55-64;55–64;RS21;Регион Шумадије и Западне Србије;167;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;1;Активно становништво;00;2018;65;65 и више година;RS21;Регион Шумадије и Западне Србије;66.9;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;1;Активно становништво;00;2018;0;Укупно;RS22;Регион Јужне и Источне Србије;668.2;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;1;Активно становништво;00;2018;15-24;15–24;RS22;Регион Јужне и Источне Србије;48.3;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;1;Активно становништво;00;2018;15-64;15–64 годинe;RS22;Регион Јужне и Источне Србије;626.4;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;1;Активно становништво;00;2018;25-34;25–34;RS22;Регион Јужне и Источне Србије;145.5;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;1;Активно становништво;00;2018;35-44;35–44;RS22;Регион Јужне и Источне Србије;165.8;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;1;Активно становништво;00;2018;45-54;45–54;RS22;Регион Јужне и Источне Србије;157.2;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;1;Активно становништво;00;2018;55-64;55–64;RS22;Регион Јужне и Источне Србије;109.6;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;1;Активно становништво;00;2018;65;65 и више година;RS22;Регион Јужне и Источне Србије;41.8;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;1;Активно становништво;00;2018;0;Укупно;RS23;Регион Косовo и Метохијa;;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;O;Не располаже се податком
240002090104IND01;1;Активно становништво;00;2018;15-24;15–24;RS23;Регион Косовo и Метохијa;;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;O;Не располаже се податком
240002090104IND01;1;Активно становништво;00;2018;15-64;15–64 годинe;RS23;Регион Косовo и Метохијa;;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;O;Не располаже се податком
240002090104IND01;1;Активно становништво;00;2018;25-34;25–34;RS23;Регион Косовo и Метохијa;;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;O;Не располаже се податком
240002090104IND01;1;Активно становништво;00;2018;35-44;35–44;RS23;Регион Косовo и Метохијa;;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;O;Не располаже се податком
240002090104IND01;1;Активно становништво;00;2018;45-54;45–54;RS23;Регион Косовo и Метохијa;;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;O;Не располаже се податком
240002090104IND01;1;Активно становништво;00;2018;55-64;55–64;RS23;Регион Косовo и Метохијa;;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;O;Не располаже се податком
240002090104IND01;1;Активно становништво;00;2018;65;65 и више година;RS23;Регион Косовo и Метохијa;;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;O;Не располаже се податком
240002090104IND01;2;Запослена лица;00;2018;0;Укупно;RS;РЕПУБЛИКА СРБИЈА;2832.9;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;2;Запослена лица;00;2018;15-24;15–24;RS;РЕПУБЛИКА СРБИЈА;153.4;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;2;Запослена лица;00;2018;15-64;15–64 годинe;RS;РЕПУБЛИКА СРБИЈА;2685.4;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;2;Запослена лица;00;2018;25-34;25–34;RS;РЕПУБЛИКА СРБИЈА;617.5;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;2;Запослена лица;00;2018;35-44;35–44;RS;РЕПУБЛИКА СРБИЈА;762.7;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;2;Запослена лица;00;2018;45-54;45–54;RS;РЕПУБЛИКА СРБИЈА;672.8;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;2;Запослена лица;00;2018;55-64;55–64;RS;РЕПУБЛИКА СРБИЈА;479;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;2;Запослена лица;00;2018;65;65 и више година;RS;РЕПУБЛИКА СРБИЈА;147.5;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;2;Запослена лица;00;2018;0;Укупно;RS1;СРБИЈА – СЕВЕР;1473.9;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;2;Запослена лица;00;2018;15-24;15–24;RS1;СРБИЈА – СЕВЕР;81.9;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;2;Запослена лица;00;2018;15-64;15–64 годинe;RS1;СРБИЈА – СЕВЕР;1435;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;2;Запослена лица;00;2018;25-34;25–34;RS1;СРБИЈА – СЕВЕР;350.3;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;2;Запослена лица;00;2018;35-44;35–44;RS1;СРБИЈА – СЕВЕР;427.7;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;2;Запослена лица;00;2018;45-54;45–54;RS1;СРБИЈА – СЕВЕР;346.8;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;2;Запослена лица;00;2018;55-64;55–64;RS1;СРБИЈА – СЕВЕР;228.2;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;2;Запослена лица;00;2018;65;65 и више година;RS1;СРБИЈА – СЕВЕР;39;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;2;Запослена лица;00;2018;0;Укупно;RS11;Београдски регион;720;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;2;Запослена лица;00;2018;15-24;15–24;RS11;Београдски регион;31.8;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;2;Запослена лица;00;2018;15-64;15–64 годинe;RS11;Београдски регион;701.9;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;2;Запослена лица;00;2018;25-34;25–34;RS11;Београдски регион;174.5;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;2;Запослена лица;00;2018;35-44;35–44;RS11;Београдски регион;218.4;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;2;Запослена лица;00;2018;45-54;45–54;RS11;Београдски регион;169.3;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;2;Запослена лица;00;2018;55-64;55–64;RS11;Београдски регион;107.9;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;2;Запослена лица;00;2018;65;65 и више година;RS11;Београдски регион;18.1;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;2;Запослена лица;00;2018;0;Укупно;RS12;Регион Војводине;753.9;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;2;Запослена лица;00;2018;15-24;15–24;RS12;Регион Војводине;50.2;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;2;Запослена лица;00;2018;15-64;15–64 годинe;RS12;Регион Војводине;733.1;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;2;Запослена лица;00;2018;25-34;25–34;RS12;Регион Војводине;175.7;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;2;Запослена лица;00;2018;35-44;35–44;RS12;Регион Војводине;209.3;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;2;Запослена лица;00;2018;45-54;45–54;RS12;Регион Војводине;177.6;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;2;Запослена лица;00;2018;55-64;55–64;RS12;Регион Војводине;120.3;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;2;Запослена лица;00;2018;65;65 и више година;RS12;Регион Војводине;20.8;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;2;Запослена лица;00;2018;0;Укупно;RS2;СРБИЈА – ЈУГ;1359;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;2;Запослена лица;00;2018;15-24;15–24;RS2;СРБИЈА – ЈУГ;71.4;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;2;Запослена лица;00;2018;15-64;15–64 годинe;RS2;СРБИЈА – ЈУГ;1250.5;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;2;Запослена лица;00;2018;25-34;25–34;RS2;СРБИЈА – ЈУГ;267.2;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;2;Запослена лица;00;2018;35-44;35–44;RS2;СРБИЈА – ЈУГ;335;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;2;Запослена лица;00;2018;45-54;45–54;RS2;СРБИЈА – ЈУГ;326;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;2;Запослена лица;00;2018;55-64;55–64;RS2;СРБИЈА – ЈУГ;250.8;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;2;Запослена лица;00;2018;65;65 и више година;RS2;СРБИЈА – ЈУГ;108.5;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;2;Запослена лица;00;2018;0;Укупно;RS21;Регион Шумадије и Западне Србије;799;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;2;Запослена лица;00;2018;15-24;15–24;RS21;Регион Шумадије и Западне Србије;41.9;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;2;Запослена лица;00;2018;15-64;15–64 годинe;RS21;Регион Шумадије и Западне Србије;732.2;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;2;Запослена лица;00;2018;25-34;25–34;RS21;Регион Шумадије и Западне Србије;153.7;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;2;Запослена лица;00;2018;35-44;35–44;RS21;Регион Шумадије и Западне Србије;196.5;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;2;Запослена лица;00;2018;45-54;45–54;RS21;Регион Шумадије и Западне Србије;188.2;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;2;Запослена лица;00;2018;55-64;55–64;RS21;Регион Шумадије и Западне Србије;151.9;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;2;Запослена лица;00;2018;65;65 и више година;RS21;Регион Шумадије и Западне Србије;66.8;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;2;Запослена лица;00;2018;0;Укупно;RS22;Регион Јужне и Источне Србије;560;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;2;Запослена лица;00;2018;15-24;15–24;RS22;Регион Јужне и Источне Србије;29.5;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;2;Запослена лица;00;2018;15-64;15–64 годинe;RS22;Регион Јужне и Источне Србије;518.3;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;2;Запослена лица;00;2018;25-34;25–34;RS22;Регион Јужне и Источне Србије;113.6;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;2;Запослена лица;00;2018;35-44;35–44;RS22;Регион Јужне и Источне Србије;138.5;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;2;Запослена лица;00;2018;45-54;45–54;RS22;Регион Јужне и Источне Србије;137.8;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;2;Запослена лица;00;2018;55-64;55–64;RS22;Регион Јужне и Источне Србије;98.9;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;2;Запослена лица;00;2018;65;65 и више година;RS22;Регион Јужне и Источне Србије;41.7;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;2;Запослена лица;00;2018;0;Укупно;RS23;Регион Косовo и Метохијa;;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;O;Не располаже се податком
240002090104IND01;2;Запослена лица;00;2018;15-24;15–24;RS23;Регион Косовo и Метохијa;;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;O;Не располаже се податком
240002090104IND01;2;Запослена лица;00;2018;15-64;15–64 годинe;RS23;Регион Косовo и Метохијa;;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;O;Не располаже се податком
240002090104IND01;2;Запослена лица;00;2018;25-34;25–34;RS23;Регион Косовo и Метохијa;;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;O;Не располаже се податком
240002090104IND01;2;Запослена лица;00;2018;35-44;35–44;RS23;Регион Косовo и Метохијa;;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;O;Не располаже се податком
240002090104IND01;2;Запослена лица;00;2018;45-54;45–54;RS23;Регион Косовo и Метохијa;;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;O;Не располаже се податком
240002090104IND01;2;Запослена лица;00;2018;55-64;55–64;RS23;Регион Косовo и Метохијa;;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;O;Не располаже се податком
240002090104IND01;2;Запослена лица;00;2018;65;65 и више година;RS23;Регион Косовo и Метохијa;;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;O;Не располаже се податком
240002090104IND01;3;Незапослена лица;00;2018;0;Укупно;RS;РЕПУБЛИКА СРБИЈА;412.2;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2018;15-24;15–24;RS;РЕПУБЛИКА СРБИЈА;64.8;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2018;15-64;15–64 годинe;RS;РЕПУБЛИКА СРБИЈА;411;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2018;25-34;25–34;RS;РЕПУБЛИКА СРБИЈА;129.8;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2018;35-44;35–44;RS;РЕПУБЛИКА СРБИЈА;99.6;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2018;45-54;45–54;RS;РЕПУБЛИКА СРБИЈА;71.1;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2018;55-64;55–64;RS;РЕПУБЛИКА СРБИЈА;45.7;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2018;65;65 и више година;RS;РЕПУБЛИКА СРБИЈА;1.2;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2018;0;Укупно;RS1;СРБИЈА – СЕВЕР;175.8;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2018;15-24;15–24;RS1;СРБИЈА – СЕВЕР;25;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2018;15-64;15–64 годинe;RS1;СРБИЈА – СЕВЕР;174.8;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2018;25-34;25–34;RS1;СРБИЈА – СЕВЕР;57.8;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2018;35-44;35–44;RS1;СРБИЈА – СЕВЕР;42.3;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2018;45-54;45–54;RS1;СРБИЈА – СЕВЕР;29.9;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2018;55-64;55–64;RS1;СРБИЈА – СЕВЕР;19.9;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2018;65;65 и више година;RS1;СРБИЈА – СЕВЕР;1;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2018;0;Укупно;RS11;Београдски регион;87.7;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2018;15-24;15–24;RS11;Београдски регион;10;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2018;15-64;15–64 годинe;RS11;Београдски регион;87;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2018;25-34;25–34;RS11;Београдски регион;30;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2018;35-44;35–44;RS11;Београдски регион;23.3;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2018;45-54;45–54;RS11;Београдски регион;14;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2018;55-64;55–64;RS11;Београдски регион;9.7;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2018;65;65 и више година;RS11;Београдски регион;;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;U;Ниска поузданост
240002090104IND01;3;Незапослена лица;00;2018;0;Укупно;RS12;Регион Војводине;88.1;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2018;15-24;15–24;RS12;Регион Војводине;15;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2018;15-64;15–64 годинe;RS12;Регион Војводине;87.8;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2018;25-34;25–34;RS12;Регион Војводине;27.8;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2018;35-44;35–44;RS12;Регион Војводине;19;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2018;45-54;45–54;RS12;Регион Војводине;15.9;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2018;55-64;55–64;RS12;Регион Војводине;10.2;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2018;65;65 и више година;RS12;Регион Војводине;;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;U;Ниска поузданост
240002090104IND01;3;Незапослена лица;00;2018;0;Укупно;RS2;СРБИЈА – ЈУГ;236.4;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2018;15-24;15–24;RS2;СРБИЈА – ЈУГ;39.8;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2018;15-64;15–64 годинe;RS2;СРБИЈА – ЈУГ;236.2;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2018;25-34;25–34;RS2;СРБИЈА – ЈУГ;72;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2018;35-44;35–44;RS2;СРБИЈА – ЈУГ;57.3;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2018;45-54;45–54;RS2;СРБИЈА – ЈУГ;41.2;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2018;55-64;55–64;RS2;СРБИЈА – ЈУГ;25.8;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2018;65;65 и више година;RS2;СРБИЈА – ЈУГ;;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;U;Ниска поузданост
240002090104IND01;3;Незапослена лица;00;2018;0;Укупно;RS21;Регион Шумадије и Западне Србије;128.1;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2018;15-24;15–24;RS21;Регион Шумадије и Западне Србије;21;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
