idindikator,IDAktStanovnistva,nAktStanovnistva,mes,god,IDNivoObraz,nNivoObraz,IDTer,nTer,vrednost,idJedinicaMere,nJedinicaMere,nIzvorI,Indikator,IDStatusPodatka,nStatusPodatka
240002090103IND01,2,Запослена лица,00,2017,3,Средње,RS22,Регион Јужне и Источне Србије,320.1,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,2,Запослена лица,00,2017,4,Више и високо,RS22,Регион Јужне и Источне Србије,112.2,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,2,Запослена лица,00,2017,1,Укупно,RS23,Регион Косовo и Метохијa,,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,O,Не располаже се податком
240002090103IND01,2,Запослена лица,00,2017,2,Без образовања и ниже образовање,RS23,Регион Косовo и Метохијa,,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,O,Не располаже се податком
240002090103IND01,2,Запослена лица,00,2017,3,Средње,RS23,Регион Косовo и Метохијa,,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,O,Не располаже се податком
240002090103IND01,2,Запослена лица,00,2017,4,Више и високо,RS23,Регион Косовo и Метохијa,,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,O,Не располаже се податком
240002090103IND01,3,Незапослена лица,00,2017,1,Укупно,RS,РЕПУБЛИКА СРБИЈА,435.2,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,3,Незапослена лица,00,2017,2,Без образовања и ниже образовање,RS,РЕПУБЛИКА СРБИЈА,62,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,3,Незапослена лица,00,2017,3,Средње,RS,РЕПУБЛИКА СРБИЈА,274.3,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,3,Незапослена лица,00,2017,4,Више и високо,RS,РЕПУБЛИКА СРБИЈА,98.9,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,3,Незапослена лица,00,2017,1,Укупно,RS1,СРБИЈА – СЕВЕР,208.8,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,3,Незапослена лица,00,2017,2,Без образовања и ниже образовање,RS1,СРБИЈА – СЕВЕР,28.5,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,3,Незапослена лица,00,2017,3,Средње,RS1,СРБИЈА – СЕВЕР,124.4,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,3,Незапослена лица,00,2017,4,Више и високо,RS1,СРБИЈА – СЕВЕР,55.9,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,3,Незапослена лица,00,2017,1,Укупно,RS11,Београдски регион,106.7,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,3,Незапослена лица,00,2017,2,Без образовања и ниже образовање,RS11,Београдски регион,9.4,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,3,Незапослена лица,00,2017,3,Средње,RS11,Београдски регион,60.5,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,3,Незапослена лица,00,2017,4,Више и високо,RS11,Београдски регион,36.8,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,3,Незапослена лица,00,2017,1,Укупно,RS12,Регион Војводине,102.1,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,3,Незапослена лица,00,2017,2,Без образовања и ниже образовање,RS12,Регион Војводине,19.1,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,3,Незапослена лица,00,2017,3,Средње,RS12,Регион Војводине,63.8,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,3,Незапослена лица,00,2017,4,Више и високо,RS12,Регион Војводине,19.2,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,3,Незапослена лица,00,2017,1,Укупно,RS2,СРБИЈА – ЈУГ,226.4,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,3,Незапослена лица,00,2017,2,Без образовања и ниже образовање,RS2,СРБИЈА – ЈУГ,33.5,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,3,Незапослена лица,00,2017,3,Средње,RS2,СРБИЈА – ЈУГ,149.9,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,3,Незапослена лица,00,2017,4,Више и високо,RS2,СРБИЈА – ЈУГ,42.9,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,3,Незапослена лица,00,2017,1,Укупно,RS21,Регион Шумадије и Западне Србије,125.5,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,3,Незапослена лица,00,2017,2,Без образовања и ниже образовање,RS21,Регион Шумадије и Западне Србије,18.5,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,3,Незапослена лица,00,2017,3,Средње,RS21,Регион Шумадије и Западне Србије,84.6,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,3,Незапослена лица,00,2017,4,Више и високо,RS21,Регион Шумадије и Западне Србије,22.4,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,3,Незапослена лица,00,2017,1,Укупно,RS22,Регион Јужне и Источне Србије,100.8,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,3,Незапослена лица,00,2017,2,Без образовања и ниже образовање,RS22,Регион Јужне и Источне Србије,15.1,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,3,Незапослена лица,00,2017,3,Средње,RS22,Регион Јужне и Источне Србије,65.3,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,3,Незапослена лица,00,2017,4,Више и високо,RS22,Регион Јужне и Источне Србије,20.5,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,3,Незапослена лица,00,2017,1,Укупно,RS23,Регион Косовo и Метохијa,,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,O,Не располаже се податком
240002090103IND01,3,Незапослена лица,00,2017,2,Без образовања и ниже образовање,RS23,Регион Косовo и Метохијa,,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,O,Не располаже се податком
240002090103IND01,3,Незапослена лица,00,2017,3,Средње,RS23,Регион Косовo и Метохијa,,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,O,Не располаже се податком
240002090103IND01,3,Незапослена лица,00,2017,4,Више и високо,RS23,Регион Косовo и Метохијa,,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,O,Не располаже се податком
240002090103IND01,4,Неактивно становништво,00,2017,1,Укупно,RS,РЕПУБЛИКА СРБИЈА,2754.9,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,4,Неактивно становништво,00,2017,2,Без образовања и ниже образовање,RS,РЕПУБЛИКА СРБИЈА,1212.4,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,4,Неактивно становништво,00,2017,3,Средње,RS,РЕПУБЛИКА СРБИЈА,1227.5,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,4,Неактивно становништво,00,2017,4,Више и високо,RS,РЕПУБЛИКА СРБИЈА,315,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,4,Неактивно становништво,00,2017,1,Укупно,RS1,СРБИЈА – СЕВЕР,1397.4,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,4,Неактивно становништво,00,2017,2,Без образовања и ниже образовање,RS1,СРБИЈА – СЕВЕР,530.9,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,4,Неактивно становништво,00,2017,3,Средње,RS1,СРБИЈА – СЕВЕР,669.1,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,4,Неактивно становништво,00,2017,4,Више и високо,RS1,СРБИЈА – СЕВЕР,197.4,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,4,Неактивно становништво,00,2017,1,Укупно,RS11,Београдски регион,634.8,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,4,Неактивно становништво,00,2017,2,Без образовања и ниже образовање,RS11,Београдски регион,184.8,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,4,Неактивно становништво,00,2017,3,Средње,RS11,Београдски регион,325.3,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,4,Неактивно становништво,00,2017,4,Више и високо,RS11,Београдски регион,124.7,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,4,Неактивно становништво,00,2017,1,Укупно,RS12,Регион Војводине,762.6,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,4,Неактивно становништво,00,2017,2,Без образовања и ниже образовање,RS12,Регион Војводине,346.1,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,4,Неактивно становништво,00,2017,3,Средње,RS12,Регион Војводине,343.8,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,4,Неактивно становништво,00,2017,4,Више и високо,RS12,Регион Војводине,72.7,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,4,Неактивно становништво,00,2017,1,Укупно,RS2,СРБИЈА – ЈУГ,1357.5,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,4,Неактивно становништво,00,2017,2,Без образовања и ниже образовање,RS2,СРБИЈА – ЈУГ,681.5,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,4,Неактивно становништво,00,2017,3,Средње,RS2,СРБИЈА – ЈУГ,558.3,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,4,Неактивно становништво,00,2017,4,Више и високо,RS2,СРБИЈА – ЈУГ,117.7,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,4,Неактивно становништво,00,2017,1,Укупно,RS21,Регион Шумадије и Западне Србије,739.3,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,4,Неактивно становништво,00,2017,2,Без образовања и ниже образовање,RS21,Регион Шумадије и Западне Србије,360.6,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,4,Неактивно становништво,00,2017,3,Средње,RS21,Регион Шумадије и Западне Србије,316.2,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,4,Неактивно становништво,00,2017,4,Више и високо,RS21,Регион Шумадије и Западне Србије,62.6,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,4,Неактивно становништво,00,2017,1,Укупно,RS22,Регион Јужне и Источне Србије,618.2,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,4,Неактивно становништво,00,2017,2,Без образовања и ниже образовање,RS22,Регион Јужне и Источне Србије,320.9,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,4,Неактивно становништво,00,2017,3,Средње,RS22,Регион Јужне и Источне Србије,242.1,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,4,Неактивно становништво,00,2017,4,Више и високо,RS22,Регион Јужне и Источне Србије,55.1,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,4,Неактивно становништво,00,2017,1,Укупно,RS23,Регион Косовo и Метохијa,,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,O,Не располаже се податком
240002090103IND01,4,Неактивно становништво,00,2017,2,Без образовања и ниже образовање,RS23,Регион Косовo и Метохијa,,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,O,Не располаже се податком
240002090103IND01,4,Неактивно становништво,00,2017,3,Средње,RS23,Регион Косовo и Метохијa,,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,O,Не располаже се податком
240002090103IND01,4,Неактивно становништво,00,2017,4,Више и високо,RS23,Регион Косовo и Метохијa,,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,O,Не располаже се податком
240002090103IND01,0,Укупно,00,2018,1,Укупно,RS,РЕПУБЛИКА СРБИЈА,5955.1,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,0,Укупно,00,2018,2,Без образовања и ниже образовање,RS,РЕПУБЛИКА СРБИЈА,1730.4,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,0,Укупно,00,2018,3,Средње,RS,РЕПУБЛИКА СРБИЈА,3074.9,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,0,Укупно,00,2018,4,Више и високо,RS,РЕПУБЛИКА СРБИЈА,1149.8,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,0,Укупно,00,2018,1,Укупно,RS1,СРБИЈА – СЕВЕР,3031.1,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,0,Укупно,00,2018,2,Без образовања и ниже образовање,RS1,СРБИЈА – СЕВЕР,704.5,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,0,Укупно,00,2018,3,Средње,RS1,СРБИЈА – СЕВЕР,1601.3,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,0,Укупно,00,2018,4,Више и високо,RS1,СРБИЈА – СЕВЕР,725.3,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,0,Укупно,00,2018,1,Укупно,RS11,Београдски регион,1436.6,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,0,Укупно,00,2018,2,Без образовања и ниже образовање,RS11,Београдски регион,225.2,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,0,Укупно,00,2018,3,Средње,RS11,Београдски регион,756.2,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,0,Укупно,00,2018,4,Више и високо,RS11,Београдски регион,455.3,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,0,Укупно,00,2018,1,Укупно,RS12,Регион Војводине,1594.5,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,0,Укупно,00,2018,2,Без образовања и ниже образовање,RS12,Регион Војводине,479.3,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,0,Укупно,00,2018,3,Средње,RS12,Регион Војводине,845.1,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,0,Укупно,00,2018,4,Више и високо,RS12,Регион Војводине,270,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,0,Укупно,00,2018,1,Укупно,RS2,СРБИЈА – ЈУГ,2924,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,0,Укупно,00,2018,2,Без образовања и ниже образовање,RS2,СРБИЈА – ЈУГ,1025.9,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,0,Укупно,00,2018,3,Средње,RS2,СРБИЈА – ЈУГ,1473.6,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,0,Укупно,00,2018,4,Више и високо,RS2,СРБИЈА – ЈУГ,424.5,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,0,Укупно,00,2018,1,Укупно,RS21,Регион Шумадије и Западне Србије,1653.1,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,0,Укупно,00,2018,2,Без образовања и ниже образовање,RS21,Регион Шумадије и Западне Србије,578.7,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,0,Укупно,00,2018,3,Средње,RS21,Регион Шумадије и Западне Србије,845,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,0,Укупно,00,2018,4,Више и високо,RS21,Регион Шумадије и Западне Србије,229.4,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,0,Укупно,00,2018,1,Укупно,RS22,Регион Јужне и Источне Србије,1271,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,0,Укупно,00,2018,2,Без образовања и ниже образовање,RS22,Регион Јужне и Источне Србије,447.2,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,0,Укупно,00,2018,3,Средње,RS22,Регион Јужне и Источне Србије,628.6,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,0,Укупно,00,2018,4,Више и високо,RS22,Регион Јужне и Источне Србије,195.1,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,0,Укупно,00,2018,1,Укупно,RS23,Регион Косовo и Метохијa,,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,O,Не располаже се податком
240002090103IND01,0,Укупно,00,2018,2,Без образовања и ниже образовање,RS23,Регион Косовo и Метохијa,,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,O,Не располаже се податком
240002090103IND01,0,Укупно,00,2018,3,Средње,RS23,Регион Косовo и Метохијa,,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,O,Не располаже се податком
240002090103IND01,0,Укупно,00,2018,4,Више и високо,RS23,Регион Косовo и Метохијa,,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,O,Не располаже се податком
240002090103IND01,1,Активно становништво,00,2018,1,Укупно,RS,РЕПУБЛИКА СРБИЈА,3245.1,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,1,Активно становништво,00,2018,2,Без образовања и ниже образовање,RS,РЕПУБЛИКА СРБИЈА,543.3,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,1,Активно становништво,00,2018,3,Средње,RS,РЕПУБЛИКА СРБИЈА,1868.1,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,1,Активно становништво,00,2018,4,Више и високо,RS,РЕПУБЛИКА СРБИЈА,833.7,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,1,Активно становништво,00,2018,1,Укупно,RS1,СРБИЈА – СЕВЕР,1649.7,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,1,Активно становништво,00,2018,2,Без образовања и ниже образовање,RS1,СРБИЈА – СЕВЕР,185.7,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,1,Активно становништво,00,2018,3,Средње,RS1,СРБИЈА – СЕВЕР,941.2,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,1,Активно становништво,00,2018,4,Више и високо,RS1,СРБИЈА – СЕВЕР,522.8,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,1,Активно становништво,00,2018,1,Укупно,RS11,Београдски регион,807.7,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,1,Активно становништво,00,2018,2,Без образовања и ниже образовање,RS11,Београдски регион,46,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,1,Активно становништво,00,2018,3,Средње,RS11,Београдски регион,432.3,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,1,Активно становништво,00,2018,4,Више и високо,RS11,Београдски регион,329.5,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,1,Активно становништво,00,2018,1,Укупно,RS12,Регион Војводине,842,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,1,Активно становништво,00,2018,2,Без образовања и ниже образовање,RS12,Регион Војводине,139.7,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,1,Активно становништво,00,2018,3,Средње,RS12,Регион Војводине,508.9,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,1,Активно становништво,00,2018,4,Више и високо,RS12,Регион Војводине,193.4,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,1,Активно становништво,00,2018,1,Укупно,RS2,СРБИЈА – ЈУГ,1595.3,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,1,Активно становништво,00,2018,2,Без образовања и ниже образовање,RS2,СРБИЈА – ЈУГ,357.6,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,1,Активно становништво,00,2018,3,Средње,RS2,СРБИЈА – ЈУГ,926.9,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,1,Активно становништво,00,2018,4,Више и високо,RS2,СРБИЈА – ЈУГ,310.8,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,1,Активно становништво,00,2018,1,Укупно,RS21,Регион Шумадије и Западне Србије,927.1,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,1,Активно становништво,00,2018,2,Без образовања и ниже образовање,RS21,Регион Шумадије и Западне Србије,220.5,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,1,Активно становништво,00,2018,3,Средње,RS21,Регион Шумадије и Западне Србије,536.3,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,1,Активно становништво,00,2018,4,Више и високо,RS21,Регион Шумадије и Западне Србије,170.3,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,1,Активно становништво,00,2018,1,Укупно,RS22,Регион Јужне и Источне Србије,668.2,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,1,Активно становништво,00,2018,2,Без образовања и ниже образовање,RS22,Регион Јужне и Источне Србије,137.1,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,1,Активно становништво,00,2018,3,Средње,RS22,Регион Јужне и Источне Србије,390.5,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,1,Активно становништво,00,2018,4,Више и високо,RS22,Регион Јужне и Источне Србије,140.5,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,1,Активно становништво,00,2018,1,Укупно,RS23,Регион Косовo и Метохијa,,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,O,Не располаже се податком
240002090103IND01,1,Активно становништво,00,2018,2,Без образовања и ниже образовање,RS23,Регион Косовo и Метохијa,,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,O,Не располаже се податком
240002090103IND01,1,Активно становништво,00,2018,3,Средње,RS23,Регион Косовo и Метохијa,,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,O,Не располаже се податком
240002090103IND01,1,Активно становништво,00,2018,4,Више и високо,RS23,Регион Косовo и Метохијa,,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,O,Не располаже се податком
240002090103IND01,2,Запослена лица,00,2018,1,Укупно,RS,РЕПУБЛИКА СРБИЈА,2832.9,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,2,Запослена лица,00,2018,2,Без образовања и ниже образовање,RS,РЕПУБЛИКА СРБИЈА,477.7,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,2,Запослена лица,00,2018,3,Средње,RS,РЕПУБЛИКА СРБИЈА,1611.8,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,2,Запослена лица,00,2018,4,Више и високо,RS,РЕПУБЛИКА СРБИЈА,743.5,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,2,Запослена лица,00,2018,1,Укупно,RS1,СРБИЈА – СЕВЕР,1473.9,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,2,Запослена лица,00,2018,2,Без образовања и ниже образовање,RS1,СРБИЈА – СЕВЕР,160.1,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,2,Запослена лица,00,2018,3,Средње,RS1,СРБИЈА – СЕВЕР,839.4,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
